35993098000100,Z.A. DIGITAL DE SAO PAULO SISTEMA DE ESTACIONAMENTO ROTATIVO S.A.,ZAD SAO PAULO                           ,AV PRES JUSCELINO KUBITSCHEK,1830, ANDAR 2 BLOCO 3,VILA NOVA CONCEICAO,SÃO PAULO,,Brasil,65002199,,82.99-7-99 /74.90-1-04,,Lucro Real,,,,,,
60537263077207,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM EXTRA C DE BONFIM - MP,R CONDE DE BONFIM ,,,TIJUCA,20520-053,,Brasil,5757843,,52.23-1-00,,Lucro Real,,,,,
60537263076812,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM PA VOL DA PATRIA - MP,R VOLUNTARIOS DA PATRIA,,,BOTAFOGO,22270-000,,Brasil,5713374,,52.23-1-00,,Lucro Real,,,,,
60537263077703,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM PA B DE ITAMBI - MP,R BARAO DE ITAMBI,,,BOTAFOGO,22231-000,,Brasil,5729548,,52.23-1-00,,Lucro Real,,,,,
60537263075174,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP UNIMED BARRA,AV AYRTON SENNA ,,,BARRA DA TIJUCA,22775-003,,Brasil,5631564,,52.23-1-00,,Lucro Real,,,,,
60537263072663,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM DIMENSION OFFICE & PARK - MP,AV EMBAIXADAR ABELARDO BUENO ,,PAVMTODE ACESSO,BARRA DA TIJUCA,22775-040,,Brasil,5687098,,52.23-1-00,,Lucro Real,,,,,
60537263072582,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP MILLENIUM - CP,AV DAS AMERICAS ,,,BARRA DA TIJUCA,22793-081,,Brasil,5410770,,52.23-1-00,,Lucro Real,,,,,
60537263071420,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR MUNIZ BARRETO,R MUNIZ BARRETO,,,BOTAFOGO,22251-090,,Brasil,5523613,,52.23-1-00,,Lucro Real,,,,,
60537263067236,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM ARCOS DA LAPA,R TEIXEIRA DE FREITAS,,,CENTRO,20021-350,,Brasil,5681200,,52.23-1-00,,Lucro Real,,,,,
60537263066000,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,AV NOSSA SENHORA DE COPACABANA,,SUBSOLO,COPACABANA,22060-002,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263065705,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,INST EN IBMEC RJ,AV ARMANDO LOMBARDI,,SUBSOLO,BARRA DA TIJUCA,22640-000,,Brasil,5341892,,52.23-1-00,,Lucro Real,,,,,
60537263057354,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM 3 EMES,R JOSEPH BLOCH ,,B,COPACABANA,22031-040,,Brasil,5332753,,52.23-1-00,,Lucro Real,,,,,
60537263057001,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,IINATIVA - SHOP J.GUADALUPE,AV BRASIL,,,GUADALUPE,21670-000,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263054843,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM TOP CENTER IPANEMA - CP,R VISCONDE DE PIRAJA,,,IPANEMA,22410-002,,Brasil,5247004,,52.23-1-00,,Lucro Real,,,,,
60537263054509,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR CHARITAS - CP,AV QUINTINO BOCAIUVA,,,CHARITAS,24370-001,,Brasil,1586148,,52.23-1-00,,Lucro Real,,,,,
60537263054681,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR COCOTA - CP,PRQ POETA MANOEL BANDEIRA,,,COCOTA,21910-296,,Brasil,60136041,,52.23-1-00,,Lucro Real,,,,,
60537263054339,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM BBC,AV DAS AMERICAS,,SUBSL,BARRA DA TIJUCA,22631-003,,Brasil,5254710,,52.23-1-00,,Lucro Real,,,,,
60537263053448,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM PENINSULA,AV JOAO CABRAL DE MELLO NETO ,,,BARRA DA TIJUCA,22775-057,,Brasil,5170451,,52.23-1-00,,Lucro Real,,,,,
60537263051909,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM CASTELO,AV NILO PECANHA ,,,CENTRO,20020-100,,Brasil,5166241,,52.23-1-00,,Lucro Real,,,,,
60537263051313,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,AV VINTE E DOIS DE MAIO,,,CENTRO,24800-097,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263051232,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM O2,AV JOSE SILVA DE AZEVEDO NETO,,,BARRA DA TIJUCA,22775-050,,Brasil,5050006,,52.23-1-00,,Lucro Real,,,,,
60537263049920,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,R TENENTE LUIZ MEIRELLES ,,,VARZEA,25955-001,,Brasil,119645,,52.23-1-00,,Lucro Real,,,,,
60537263049092,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM VISION OFFICES,AV EMBAIXADAR ABELARDO BUENO ,,,BARRA DA TIJUCA,22775-040,,Brasil,5049997,,52.23-1-00,,Lucro Real,,,,,
60537263049505,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM GUANABARA NITEROI,R MARECHAL DEODORO ,,,CENTRO,24030-060,,Brasil,1554492,,52.23-1-00,,Lucro Real,,,,,
60537263017565,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED PA UNIMED BARRA,AV DAS AMERICAS,,,BARRA DA TIJUCA,22631-000,,Brasil,3423581,,52.23-1-00,,Lucro Real,,,,,
60537263044538,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM ICARAI CORPORATE,R GAVIAO PEIXOTO ,,,ICARAI,24230-102,,Brasil,1567593,,52.23-1-00,,Lucro Real,,,,,
60537263044457,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,R SIQUEIRA CAMPOS ,,,COPACABANA,22031-072,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263041946,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP NITEROI DOR,AV SETE DE SETEMBRO ,,,ICARAI,24230-250,,Brasil,1542489,,52.23-1-00,,Lucro Real,,,,,
60537263035547,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM LAGOA CORPORATE,R HUMAITA ,,,HUMAITA,22261-005,,Brasil,4979150,,52.23-1-00,,Lucro Real,,,,,
60537263035113,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM BOTAFOGO TRADE CENTER - RIOP,AV RODRIGUES ALVES ,,,GAMBOA,20220-360,,Brasil,5914132,,52.23-1-00,,Lucro Real,,,,,
60537263029490,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,R 1 2,,,JARDIM FLUMINENSE,24020-000,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263029300,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM AMERICAS CORPORATE,AV DAS AMERICAS ,,SUBSL 1 E 2,BARRA DA TIJUCA,22631-003,,Brasil,4768957,,52.23-1-00,,Lucro Real,,,,,
60537263012768,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,PRAIA DO FLAMEN,PRQ DO FLAMENGO ,,,GLORIA,22210-030,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263013306,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,R GEREMARIO DANTAS ,,,FREGUESIA,22760-401,,Brasil,2755041,,52.23-1-00,,Lucro Real,,,,,
60537263013659,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,R PRUDENTE DE MORAIS ,,,IPANEMA,22420-040,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263011605,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD V D PIRAJA,R VISCONDE DE PIRAJA ,,,IPANEMA,22410-000,,Brasil,3123570,,52.23-1-00,,Lucro Real,,,,,
60537263011958,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD SAENS PENA,R PINTO FIGUEIREDO,,,TIJUCA,20260-140,,Brasil,3186873,,52.23-1-00,,Lucro Real,,,,,
60537263012334,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED COPACABANA MEDICAL CENTER,R SIQUEIRA CAMPOS,,,COPACABANA,22031-070,,Brasil,3071979,,52.23-1-00,,Lucro Real,,,,,
60537263012415,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD JACAREPAGUA,AV NELSON CARDOSO ,,,JACAREPAGUA,22730-001,,Brasil,3166880,,52.23-1-00,,Lucro Real,,,,,
60537263012504,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM TELEPORTO,AV PRESIDENTE VARGAS ,,,CENTRO,20091-000,,Brasil,3128016,,52.23-1-00,,Lucro Real,,,,,
60537263012687,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD BOTAFOGO,R VOLUNTARIOS DA PATRIA ,,,BOTAFOGO,22270-000,,Brasil,3141250,,52.23-1-00,,Lucro Real,,,,,
60537263012920,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE COM CITTA AMERICA,AV DAS AMERICAS ,,,BARRA DA TIJUCA,22640-100,,Brasil,3205193,,52.23-1-00,,Lucro Real,,,,,
60537263013063,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP MADUREIRA,EST DO PORTELA ,,,MADUREIRA,21351-050,,Brasil,3135381,,52.23-1-00,,Lucro Real,,,,,
60537263013144,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP CASSINO ATLANTICO,AV NOSSA SENHORA DE COPACABANA,,,COPACABANA,22020-001,,Brasil,3158152,,52.23-1-00,,Lucro Real,,,,,
60537263013225,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,RIO SUL VIP    ,R LAURO MULLER,,,BOTAFOGO,22290-000,,Brasil,3201333,,52.23-1-00,,Lucro Real,,,,,
60537263013497,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP COPA DOR,R FIGUEIREDO MAGALHAES ,,,COPACABANA,22031-010,,Brasil,3161870,,52.23-1-00,,Lucro Real,,,,,
60537263013578,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP CASA DE SAUDE S JOSE,R MACEDO SOBRINHO,,,HUMAITA,22271-080,,Brasil,2875802,,52.23-1-00,,Lucro Real,,,,,
60537263014540,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,R VISCONDE DE INHAUMA ,,,CENTRO,20091-000,,Brasil,2954460_BAIXADA,,52.23-1-00,,Lucro Real,,,,,
60537263014620,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,AV PRINCESA ISABEL ,,,COPACABANA,22011-010,,Brasil,2941015_BAIXADA,,52.23-1-00,,Lucro Real,,,,,
60537263014469,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR TERESOPOLIS,R EDMUNDO BITTENCOURT,,,VARZEA,25953-030,,Brasil,1182692,,52.23-1-00,,Lucro Real,,,,,
60537263015945,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,AV ATLANTICA,,,COPACABANA,22070-000,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263016593,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,R VOLUNTARIOS DA PATRIA ,,,BOTAFOGO,22270-000,,Brasil,3239632_BAIXADA,,52.23-1-00,,Lucro Real,,,,,
60537263016836,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NÃO POSSUI GARAGEM ,R FIGUEIREDO MAGALHAES ,,,COPACABANA,22031-010,,Brasil,3278140_BAIXADA,,52.23-1-00,,Lucro Real,,,,,
60537263014973,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BR DATORRE BBD ,R BARAO DA TORRE ,,,IPANEMA,22411-001,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263015511,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED BARRA MEDICAL,AV DAS AMERICAS,,,BARRA DA TIJUCA,22631-000,,Brasil,3119815,,52.23-1-00,,Lucro Real,,,,,
60537263015600,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED COPACABANA TOWER,R SIQUEIRA CAMPOS,,,COPACABANA,22031-070,,Brasil,3069966,,52.23-1-00,,Lucro Real,,,,,
60537263016917,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD NACIONAL,AV PAULISTA ,,SUBSL,BELA VISTA,01310-200,,Brasil,32098294,,52.23-1-00,,Lucro Real,,,,,
60537263017301,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CE MED BARRA LIFE,AV ARMANDO LOMBARDI,,,BARRA DA TIJUCA,22640-000,,Brasil,3343596,,52.23-1-00,,Lucro Real,,,,,
60537263017484,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM BOLSA DE VALORES,PC XV DE NOVEMBRO,,1, 2 E 3 SUBSOLOS,RJ,20010-010,,Brasil,3328163,,52.23-1-00,,Lucro Real,,,,
60537263026475,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP QUINTA DOR                         ,R ALMIRANTE BALTAZAR,,,SAO CRISTOVAO,20941-150,,Brasil,4534905,,52.23-1-00,,Lucro Real,,,,,
60537263024693,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP NOVO LEBLON - CP                   ,AV DAS AMERICAS,,,BARRA DA TIJUCA,22793-081,,Brasil,4538021,,52.23-1-00,,Lucro Real,,,,,
60537263010803,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ADMINISTRACAO E SERVICOS - RJ           ,R DOM GERARDO,,ANDAR 3,CENTRO,20090-030,,Brasil,"2851385
00296287",,52.23-1-00,,Lucro Real,,,,,
60537263011524,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD S DANTAS,R SENADOR DANTAS ,,1 E 2 SUBSOLOS,CENTRO,20031-205,,Brasil,3230775,,52.23-1-00,,Lucro Real,,,,,
60537263034575,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED GAR RODRIGUES ALVES - RIOP,AV RODRIGUES ALVES ,,,CENTRO,20081-200,,Brasil,6096174,,52.23-1-00,,Lucro Real,,,,,
60537263029148,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,MOS DE S BENTO ,R DOM GERARDO ,,,CENTRO,20090-030,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263028257,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOTEL IBIS PRAIA DE BOTAFOGO,PR DE BOTAFOGO ,,SUBSL COM ENTRADA,BOTAFOGO,22250-040,,Brasil,4667239,,52.23-1-00,,Lucro Real,,,,,
60537263028419,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR PRES KENNEDY,AV PRESIDENTE KENNEDY,,,CENTRO,25020-002,,Brasil,PENDENTE,,52.23-1-00,,Lucro Real,,,,,
60537263028338,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,NILO PECANHA   ,AV NILO PECANHA,,,CENTRO,25010-145,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263027366,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,LOJA C&A MADUREIRA,EST DO PORTELA ,,SUBSL 1,MADUREIRA,21351-050,,Brasil,4498674,,52.23-1-00,,Lucro Real,,,,,
60537263107203,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM IMPACTO EMPRESARIAL,AV NOSSA SENHORA DA PENHA,,,SANTA LUIZA,29045-402,,Brasil,1246053,,52.23-1-00,,Lucro Real,,,,,
60537263106070,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR TRANSFINAL,ROD GOVERNADOR MARIO COVAS,,,NOVA VALVERDE,29151-815,,Brasil,308668,,52.23-1-00,,Lucro Real,,,,,
60537263091960,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR UNIMED CIAS,AV LEITAO DA SILVA,,,ITARARE,29047-575,,Brasil,1224387,,52.23-1-00,,Lucro Real,,,,,
60537263073805,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP VITORIA APART - ERES,ROD BR-101 ,,NORTE S/N KM: 06,,ES,29161-001,,Brasil,4657416,,52.23-1-00,,Lucro Real,,,,
60537263073635,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP METROPOLITANO - ERES,AV ELDES SCHERRER SOUZA,,,PARQUE RESIDENCIAL LARANJEIRAS,29165-680,,Brasil,4657369,,52.23-1-00,,Lucro Real,,,,,
60537263072744,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ADMINISTRACAO E SERVICOS - ES,R ULISSES SARMENTO 24 ,,,PRAIA DO SUA,29052-320,,Brasil,1210329,,52.23-1-00,,Lucro Real,,,,,
60537263075255,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,MONO ARCELOR MITTAL - I                 ,AV BRIGADEIRO EDUARDO GOMES,,,SAO DIOGO II,29160-904,,Brasil,4657930,,52.23-1-00,,Lucro Real,,,,,
60537263059640,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,MONO ARCELOR MITTAL - II,AV BRIGADEIRO EDUARDO GOMES ,,,SAO DIOGO II,29160-904,,Brasil,4593723,,52.23-1-00,,Lucro Real,,,,,
60537263060576,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,MONO VALE DO RIO DOCE - ERES,AV DANTE MICHELINI,,PORTARIA PRINCIPAL, : PAT. 4.500.303,3205309,ES,29090-900,,Brasil,1206642,,52.23-1-00,,Lucro Real,,,
60537263060304,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,TERR VALE CARAPINA,ROD NORTE SUL ,,,ROSARIO DE FATIMA,29161-172,,Brasil,4672975,,52.23-1-00,,Lucro Real,,,,,
60537263060495,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM PETRO TOWER - ERES,AV NOSSA SENHORA DOS NAVEGANTES ,,EDIF: PETRO TOWER,,ES,29050-335,,Brasil,1206641,,52.23-1-00,,Lucro Real,,,,
60537263061548,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP MERIDIONAL - ERES,R SAO JOAO BATISTA 200 ,,GARAGE: HOSPITAL MERIDIONAL,,ES,29151-920,,Brasil,122419,,52.23-1-00,,Lucro Real,,,,
60537263060908,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP UNIMED CIAS - ERES,R MARINS ALVARINO,,,ITARARE,29047-660,,Brasil,1206631,,52.23-1-00,,Lucro Real,,,,,
60537263075506,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM ENSEADA TRADE - ERES,R PROFESSOR ALMEIDA COUSIN ,,,ENSEADA DO SUA,29050-565,,Brasil,1211881,,52.23-1-00,,Lucro Real,,,,,
60537263061467,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM PALACIO DO CAFE - ERES,AV NOSSA SENHORA DOS NAVEGANTES ,, ESTACIONAMENTO, : PALACIO DO CAFE,3205309,ES,29050-335,,Brasil,1206637,,52.23-1-00,,Lucro Real,,,
60537263066264,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP DAY BY DAY - ERES,R ELESBAO LINHARES ,,ESTACIONAMENTO, : SHOPPING DAY BY DAY,3205309,ES,29055-340,,Brasil,1208014,,52.23-1-00,,Lucro Real,,,
60537263059560,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP LARANJEIRAS - ERES,AV PRIMEIRA AVENIDA ,,GARAGE: SHOPPING LARANJEIRAS,,ES,29165-155,,Brasil,4593561,,52.23-1-00,,Lucro Real,,,,
60537263117276,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP POWER CENTER MINAS,AV PASTOR ANSELMO SILVESTRE,,,DOM JOAQUIM,31170-678,,Brasil,2707470583,,52.23-1-00,,Lucro Real,,,,,
60537263115737,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,LOJA VALORE CENTER,AL OSCAR NIEMEYER ,,PAVMTO2,VILA DA SERRA,34006-065,,Brasil,132808273,,52.23-1-00,,Lucro Real,,,,,
60537263114765,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM AURELIANO CHAVES- FORLUZ,R GONCALVES DIAS ,,,SANTO AGOSTINHO,30140-094,,Brasil,2707470575,,52.23-1-00,,Lucro Real,,,,,
60537263110930,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SHOP MONTE CARMO,AV JUIZ MARCO TULIO ISAAC,,,INGA ALTO,32604-345,,Brasil,NÃO POSSUI CCM,,52.23-1-00,,Lucro Real,,,,,
60537263106908,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,LOJA RAJA PARQUE MALL,AV RAJA GABAGLIA ,,LOJA   RAJA PARQUE MALL,ALPES,30494-170,,Brasil,2707470567,,52.23-1-00,,Lucro Real,,,,,
60537263104107,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,MONO LOCALIZA,AV BERNARDO DE VASCONCELOS ,,EDIF   GARAGEM,CACHOEIRINHA,31150-000,,Brasil,2707470559,,52.23-1-00,,Lucro Real,,,,,
60537263103992,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM PARQUE AVENIDA BH,AV RAJA GABAGLIA,,,ESTORIL,30494-170,,Brasil,2707470540,,52.23-1-00,,Lucro Real,,,,,
60537263101787,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM EMBLEMA TOWER,R COELHO DE SOUZA ,,,SANTO AGOSTINHO,30170-030,,Brasil,2707470532,,52.23-1-00,,Lucro Real,,,,,
60537263101604,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM ATLANTA II,AL OSCAR NIEMEYER ,,,VILA DA SERRA,34000-001,,Brasil,132806586,,52.23-1-00,,Lucro Real,,,,,
60537263092184,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP UNIMED INCONFIDENTES,R DOS INCONFIDENTES ,,,FUNCIONARIOS,30140-120,,Brasil,2707470516,,52.23-1-00,,Lucro Real,,,,,
60537263091374,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP C E MEDICAS                        ,R DOMINGOS VIEIRA,, SUBSL 3,SANTA EFIGENIA,30150-242,,Brasil,2707470508,,52.23-1-00,,Lucro Real,,,,,
60537263090211,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOTEL CIDADE JARDIM GOLDEN FLAT,AV PRUDENTE DE MORAIS,,,CIDADE JARDIM,30380-002,,Brasil,2707470494,,52.23-1-00,,Lucro Real,,,,,
60537263087695,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,CLUBE MINAS TENIS II,AV DOS BANDEIRANTES ,,,SERRA,30210-523,,Brasil,0270747046X,,52.23-1-00,,Lucro Real,,,,,
60537263086966,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED GAR FELUMA,AL EZEQUIEL DIAS ,,,CENTRO,30130-110,,Brasil,2707470451,,52.23-1-00,,Lucro Real,,,,,
60537263084165,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM ORIZZONTE - MP,AV LUIZ PAULO FRANCO ,,,BELVEDERE,30320-570,,Brasil,2707470400,,52.23-1-00,,Lucro Real,,,,,
60537263084327,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM SERGIO MARTINS - MP,R BARAO DE MACAUBAS,,,SANTO ANTONIO,30350-090,,Brasil,2707470427,,52.23-1-00,,Lucro Real,,,,,
60537263083355,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM VILA DA SERRA - MP,AL OSCAR NIEMEYER ,,,VILA DA SERRA,34000-001,,Brasil,132807283,,52.23-1-00,,Lucro Real,,,,,
60537263082979,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,BANCO BBD GOITACAZES - MP,R DOS GOITACAZES ,,,CENTRO,30190-050,,Brasil,2707470354,,52.23-1-00,,Lucro Real,,,,,
60537263081816,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,ED COM THE ONE                          ,AV RAJA GABAGLIA ,,,LUXEMBURGO,30380-403,,Brasil,2707470303,,52.23-1-00,,Lucro Real,,,,,
60537263081905,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,SUPERM OURO PRETO - MP,R OURO PRETO ,,,SANTO AGOSTINHO,30170-048,,Brasil,2707470346,,52.23-1-00,,Lucro Real,,,,,
60537263081735,ALLPARK EMPREENDIMENTOS, PARTICIPACOES E SERVICOS S.A.,HOSP A M REABILITACAO - MP,R PROFESSOR OCTAVIO COELHO DE MAGALHAES,,,MANGABEIRAS,30210-300,,Brasil,2707470338,,52.23-1-00,,Lucro Real,,,,,
